X, Result
-10.0, -1.5423510453573237
-9.9, -1.9434347440798867
-9.8, -2.5388247183521724
-9.7, -3.5412226286801665
-9.6, -5.648517392949287
-9.5, -13.268892733283678
-9.4, 40.350186676773696
-9.3, 7.972599908402439
-9.2, 4.37365515320967
-9.1, 2.9699983263904994
-9.0, 2.2108454109982647
-8.9, 1.7273436785834073
-8.8, 1.386680070133784
-8.7, 1.1292328687776927
-8.6, 0.9241867230751485
-8.5, 0.7539406624947153
-8.4, 0.607640203143003
-8.3, 0.47815374946348377
-8.2, 0.3605228495829876
-8.1, 0.25110497193842063
-8.0, 0.1470650639493323
-7.9, 0.04605087777685127
-7.8, -0.05403412962804305
-7.7, -0.15521027369610393
-7.6, -0.25958749454383023
-7.5, -0.3695472563091364
-7.4, -0.48797527208018937
-7.3, -0.6185969708033444
-7.2, -0.7665061699510941
-7.1, -0.9390613712820954
-7.0, -1.1475154224051423
-6.9, -1.4102161544653486
-6.8, -1.7595102183464537
-6.7, -2.2585731197445695
-6.6, -3.050100895888771
-6.5, -4.539734472881223
-6.4, -8.521593262110692
-6.3, -59.466192113711365
-6.2, 11.993612461169512
-6.1, 5.397754287423694
-6.0, 3.4363530041800816
-5.9, 2.480706922870343
-5.8, 1.9059736612917015
-5.7, 1.515770290430623
-5.6, 1.2285868315871953
-5.5, 1.0044355348765333
-5.4, 0.821327695777003
-5.3, 0.6661011930225468
-5.2, 0.53032339381184
-5.1, 0.40826501234852547
-5.0, 0.29581291553275635
-4.9, 0.1898436291236004
-4.8, 0.08783586835280634
-4.7, -0.012389614272045006
-4.6, -0.112864589218354
-4.5, -0.21564123255279405
-4.4, -0.32296364038199216
-4.3, -0.4374744312171238
-4.2, -0.5624993682225293
-4.1, -0.7024807840287038
-4.0, -0.8636911544506185
-3.9, -1.0554929091908931
-3.8, -1.292731079590614
-3.7, -1.600683619385045
-3.6, -2.0264790698870283
-3.5, -2.6696164849688686
-3.4, -3.7833373375604857
-3.3, -6.2599475394373325
-3.2, -17.10166037867843
-3.1, 24.02884157692901
-3.0, 7.01525255143454
-2.9, 4.058352716555256
-2.8, 2.8127034948255396
-2.7, 2.1153830206569877
-2.6, 1.6622434007134255
-2.5, 1.3386481283041514
-2.4, 1.0916860263790578
-2.3, 0.8934844632974455
-2.2, 0.7278957760047946
-2.1, 0.5848478064594641
-2.0, 0.4576575543602857
-1.9, 0.3416353554965468
-1.8, 0.23330353485401117
-1.7, 0.12992746433821323
-1.6, 0.029211978199946403
-1.5, -0.07091484430265102
-1.4, -0.17247672583179943
-1.3, -0.27761564654112514
-1.2, -0.38877956936820507
-1.1, -0.5089681052390644
-1.0, -0.6420926159343308
-0.9, -0.7935511478423171
-0.8, -0.9712146006504742
-0.7, -1.1872418321266796
-0.6, -1.461695947078102
-0.5, -1.830487721712452
-0.4, -2.3652224200391108
-0.3, -3.232728143765828
-0.2, -4.933154875586893
-0.1, -9.966644423259236
0.0, Infinity
0.1, 9.966644423259236
0.2, 4.933154875586893
0.3, 3.232728143765828
0.4, 2.3652224200391108
0.5, 1.830487721712452
0.6, 1.461695947078102
0.7, 1.1872418321266796
0.8, 0.9712146006504742
0.9, 0.7935511478423171
1.0, 0.6420926159343308
1.1, 0.5089681052390644
1.2, 0.38877956936820507
1.3, 0.27761564654112514
1.4, 0.17247672583179943
1.5, 0.07091484430265102
1.6, -0.029211978199946403
1.7, -0.12992746433821323
1.8, -0.23330353485401117
1.9, -0.3416353554965468
2.0, -0.4576575543602857
2.1, -0.5848478064594641
2.2, -0.7278957760047946
2.3, -0.8934844632974455
2.4, -1.0916860263790578
2.5, -1.3386481283041514
2.6, -1.6622434007134255
2.7, -2.1153830206569877
2.8, -2.8127034948255396
2.9, -4.058352716555256
3.0, -7.01525255143454
3.1, -24.02884157692901
3.2, 17.10166037867843
3.3, 6.2599475394373325
3.4, 3.7833373375604857
3.5, 2.6696164849688686
3.6, 2.0264790698870283
3.7, 1.600683619385045
3.8, 1.292731079590614
3.9, 1.0554929091908931
4.0, 0.8636911544506185
4.1, 0.7024807840287038
4.2, 0.5624993682225293
4.3, 0.4374744312171238
4.4, 0.32296364038199216
4.5, 0.21564123255279405
4.6, 0.112864589218354
4.7, 0.012389614272045006
4.8, -0.08783586835280634
4.9, -0.1898436291236004
5.0, -0.29581291553275635
5.1, -0.40826501234852547
5.2, -0.53032339381184
5.3, -0.6661011930225468
5.4, -0.821327695777003
5.5, -1.0044355348765333
5.6, -1.2285868315871953
5.7, -1.515770290430623
5.8, -1.9059736612917015
5.9, -2.480706922870343
6.0, -3.4363530041800816
6.1, -5.397754287423694
